,quality_score,Owner,Country of Origin,Farm Name,Mill,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Color,Category Two Defects,Expiration
297,83.75,CARCAFE LTDA CI,Colombia,,NEIVA,CARCAFE LTDA CI,442,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70 kg,Almacafé,2017,"September 28th, 2017",CARCAFE LTDA CI,Caturra,Completed,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,0.11,0,Green,1,"September 28th, 2018"
298,83.75,"Lin, Che-Hao Krude 林哲豪",Taiwan,崁頭山咖啡館 (Kan Tou Mountain Coffee),崁頭山咖啡館 (Kan Tou Mountain Coffee),Taiwan Coffee Laboratory,750,"台南市東山區 (Dongshan Dist., Tainan City)",曾如楓 & 郭俊宏 (Tseng Ju Feng & Kuo Jun Hong),10,10 kg,Specialty Coffee Association,2016,"June 6th, 2017","Lin, Che-Hao Krude 林哲豪",Typica,Completed,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,0.0,0,Green,0,"June 6th, 2018"
299,83.75,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,,Huila,La Plata,275,70 kg,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,,Completed,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,0.0,1,Green,4,"February 15th, 2018"
300,83.75,Yunnan Coffee Exchange,China,Pu’er Specialty Coffee Cupping Center,Pu’er Specialty Coffee Cupping Center,Yunnan Coffee Exchange,1650,Yunnan Province Pu'er City Menglian County,Pu’er Specialty Coffee Cupping Center,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,0.1,0,Green,2,"April 6th, 2017"
301,83.75,CARCAFE LTDA CI,Colombia,,NEIVA,CARCAFE LTDA,442 msnm,HUILA,FRANKLIN DUSSAN,250,70 kg,Almacafé,2015/2016,"November 27th, 2015",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,0.0,0,Green,0,"November 26th, 2016"
302,83.75,Nile Highland Arabica Coffee Farmers,Uganda,Erussi Farmers group,Nile Highland Arabica Coffee Farmers,Nile Highlands Arabica Coffee Farmers,1400,West Nile,Nile Highland Arabica Coffee Farmers,320,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Nile Highland Arabica Coffee Farmers,Bourbon,Completed,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,0.12,0,Green,0,"June 30th, 2015"
303,83.75,German Negron,United States (Puerto Rico),Hacienda Caracolillo,Hacienda Alto Grande,"Hacienda Alto Grande, LLC.",2800 ft,Yauco Region,Hacienda Alto Grande,18,5 lbs,Specialty Coffee Association,2013,"June 9th, 2014",German Negron,Other,Completed,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,0.12,0,Green,1,"June 9th, 2015"
304,83.75,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,100,70 kg,Almacafé,2014,"February 5th, 2014",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,0.0,0,Green,5,"February 5th, 2015"
305,83.75,Olam Agro Colombia,Colombia,,Trilladora Asia,Olam international Ltd,1500-1600,Huila,,250,70 kg,Almacafé,2014,"January 24th, 2014",Olam Agro Colombia,Other,Completed,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,0.0,0,Green,3,"January 24th, 2015"
306,83.75,Exportadora de Cafe Condor S.A,Colombia,,bonanza-Armenia,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250,70 kg,Almacafé,2013,"November 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,0.0,0,Blue-Green,1,"November 22nd, 2014"
307,83.75,Exportadora de Cafe Condor S.A,Colombia,,trilladora Bonanza,Exportadora de Cafe Condor S.A,1750,huila,,275,70 kg,Almacafé,2013,"August 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,0.11,0,Green,3,"August 27th, 2014"
308,83.75,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona Pacific Farmers Cooperative,,Kona,,12,100 lbs,Specialty Coffee Association,2013,"May 2nd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,0.0,0,Bluish-Green,0,"May 2nd, 2014"
309,83.75,SAUL M. HERNANDEZ RAMIREZ,Mexico,NARANJAL,EN AHUATITLAN,,700,"HUAZALINGO, HIDALGO","MARTINEZ MAGDALENA, AGAPITA",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Completed,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,0.13,5,None,5,"September 27th, 2013"
310,83.75,The Coffee Source Inc.,Guatemala,Several farms,Florencia,The Coffee Source Inc.,1300 mts,Quetzaltenango,Several producres,250,3 lbs,Specialty Coffee Association,2012,"May 24th, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,Bluish-Green,1,"May 24th, 2013"
311,83.75,CARCAFE LTDA CI,Colombia,,,,1600 m.s.n.m,Cauca,Carlos Peneche/Jesus Peneche/Flor Chacón,275,70 kg,Almacafé,January 2011,"April 20th, 2011",CARCAFE LTDA CI,,Completed,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,0.1,0,,1,"April 19th, 2012"
312,83.75,Exportadora de Cafe Condor S.A,Colombia,,Trilladora Bonanaza,,1600 msnm,cundinamarca,,250,70 kg,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,0.06,0,,1,"February 9th, 2012"
313,83.75,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,Kona,,4,1,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,Completed,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,0.0,0,,0,"June 29th, 2011"
314,83.67,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Dry mill,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,0.11,0,Green,2,"October 20th, 2018"
315,83.67,Kennedy Macharia,Kenya,,SASINI / KOFINAF MILLS,TAYLOR WINCH (COFFEE) LTD,1700,MERU COUNTY,NCHOROIBORO / KIRIANI FACTORY,200,60 kg,Kenya Coffee Traders Association,2017,"September 1st, 2017",Kennedy Macharia,SL28,Completed,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,0.11,0,Bluish-Green,0,"September 1st, 2018"
316,83.67,Bismarck Castro,Honduras,Los Hicaques,CIGRAH S.A. DE C.V.,CIGRAH S.A DE C.V,1400,Comayagua,Reinerio Zepeda,285,69 kg,Instituto Hondureño del Café,2016,"May 11th, 2017",Bismarck Castro,Caturra,Completed,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,0.1,0,Green,2,"May 11th, 2018"
317,83.67,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,SANTA MATILDE,DRY MILL,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1250,"JINOTEGA, NICARAGUA",RONALDO LACAYO CARDENAL,275,69 kg,Instituto Hondureño del Café,2016,"May 11th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Completed,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,0.1,0,Green,3,"May 11th, 2018"
318,83.67,Ipanema Coffees,Brazil,Capoeirinha Farm,Dry mill,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,0.11,0,Green,3,"August 16th, 2017"
319,83.67,"Lin, Che-Hao Krude 林哲豪",Taiwan,Tsoustructive Garden 鄒築園,Tsoustructive Garden 鄒築園,Taiwan Coffee Laboratory,1200,"Leye, Alishan Township, Chiayi County","FANG,ZHENG-LUN 方政倫",20,50 kg,Specialty Coffee Association,2015,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Caturra,Completed,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,0.1,0,Bluish-Green,0,"May 18th, 2017"
320,83.67,"CECA, S.A.",Costa Rica,,CAFEX,"CECA,S.A.",1350,WEST VALLEY,,275,69 kg,Specialty Coffee Association of Costa Rica,,"March 14th, 2016","CECA, S.A.",,Completed,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,0.11,0,Blue-Green,1,"March 14th, 2017"
321,83.67,Doi Tung Development Project,Thailand,,,Doi Tung Development Project,800++,THAILAND,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Completed,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,0.12,0,Bluish-Green,0,"June 8th, 2016"
322,83.67,Rob Stephen,Colombia,,,Olam Specialty Coffee,1550-1700m,Huila,Agrotello Coop,100,2 lbs,Specialty Coffee Association,2014/2015,"November 21st, 2014",Rob Stephen,Caturra,Completed,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,0.11,0,,4,"November 21st, 2015"
323,83.67,Juan Luis Alvarado Romero,Guatemala,FINCA LAS CUEVITAS,BENEFICIO EXPORTCAFE AGUA SANTA,"EXPORTCAFE, S.A.",4451 METROS,HUEHUETENANGO,FRANCISCO LUIS MARTINEZ LOPEZ,275,69 kg,Asociacion Nacional Del Café,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,0.1,0,Green,0,"February 27th, 2015"
324,83.67,Exportadora de Cafe Condor S.A,Colombia,VARIAS,TRILLADORA BONANZA,Exportadora de Cafe Condor S.A,1750 MSNM,HUILA SUPREMO,,250,70 kg,Almacafé,2013,"October 29th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,0.0,0,Green,3,"October 29th, 2014"
325,83.67,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,1800 - 2000,Huila,Huila,250,70 kg,Almacafé,2013,"August 16th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,0.0,0,Green,1,"August 16th, 2014"
326,83.67,Juan Luis Alvarado Romero,Guatemala,LA UNION MONTEVERDE,BENEFICIO IXCHEL,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,Asociacion Nacional Del Café,2013,"May 30th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,0.12,1,Green,3,"May 30th, 2014"
327,83.67,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,BENEFICIO IXCHEL,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,0.11,0,Green,2,"February 26th, 2014"
328,83.67,Exportadora de Cafe Condor S.A,Colombia,,trilladora bonanza,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70 kg,Almacafé,2012,"November 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,0.11,0,Green,1,"November 22nd, 2013"
329,83.67,The Coffee Source Inc.,Guatemala,Finca Quequesquez,Finca Quequesquez,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250,1 kg,Specialty Coffee Association,2012,"August 23rd, 2012",The Coffee Source Inc.,Caturra,Completed,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,0.11,0,Green,1,"August 23rd, 2013"
330,83.67,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,BENEFICIO IXCHEL,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,0.11,0,Green,13,"July 9th, 2013"
331,83.67,JUAN LUIS ORTEGA CARBALLO,Mexico,FINCA APOXTLA,"XICOTEPEC DE JUAREZ, PUEBLA",,1100,XICOTEPEC DE JUAREZ,JUAN LUIS ORTEGA CARBALLO,48,1 kg,AMECAFE,2012,"July 2nd, 2012",JUAN LUIS ORTEGA CARBALLO,Typica,Completed,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,0.12,4,Green,11,"July 2nd, 2013"
332,83.67,EKAI International Company Ltd.,Indonesia,"Ijen Highland, East Java",PT. Perkebunan Nusantara XII,SCAI,1200-1600masl,East Java,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,"May 23rd, 2012",EKAI International Company Ltd.,Typica,Completed,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,0.12,0,Green,0,"May 23rd, 2013"
333,83.67,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,"BENEFICIO 2000 KM. 25.5 CARRETERA A EL SALVADOR, GUATEMALA","SIEMBRAS VISION, S.A",5000,"SACATEPEQUEZ, GUATEMALA","SIEMBRAS VISION, S.A",250,69 kg,Asociacion Nacional Del Café,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,Green,0,"April 30th, 2013"
334,83.67,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,Kona,,3,100 lbs,Specialty Coffee Association,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,Completed,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,0.0,0,,0,"April 20th, 2012"
335,83.58,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Dry mill,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,0.11,0,Green,5,"October 20th, 2018"
336,83.58,Juan Luis Alvarado Romero,Guatemala,FINCA SANTA CLARA,BENEFICIO EXPORTCAFE AGUA SANTA,"EXPORTCAFE, S.A.",3702,HUEHUETENANGO,JUAN RAMIREZ MORALES,275,69 kg,Asociacion Nacional Del Café,2016,"July 5th, 2016",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,Green,0,"July 5th, 2017"
337,83.58,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,,Huila,La Plata,275,70 kg,Almacafé,2016,"April 15th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,Green,4,"April 15th, 2017"
338,83.58,Yunnan Coffee Exchange,China,Menglian Mang Pan Professional Cooperative,Menglian Mang Pan Professional Cooperative,Yunnan Coffee Exchange,1100,Yunnan Province Pu'er City Menglian County,Menglian Mang Pan Professional Cooperative,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,0.1,0,Green,4,"April 6th, 2017"
339,83.58,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,275,70 kg,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,0.12,0,Green,3,"November 18th, 2016"
340,83.58,ANDREAS KUSSMAUL,Mexico,Exportadora Café California,Exportadora Café California,Exportadora Café California,1200,"CHIAPAS, JALTENANGO",Exportadora Café California,275,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"May 12th, 2015",ANDREAS KUSSMAUL,Caturra,Completed,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,0.12,1,Green,13,"May 11th, 2016"
341,83.58,EssenceCoffee,Ethiopia,Lomi Tasha,Worka,Essence Coffee,1700-2000m,Yirgacheffe,LevelUp,250,60 kg,Blossom Valley International,2014,"March 25th, 2015",EssenceCoffee,Other,Completed,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,,7,"March 24th, 2016"
342,83.58,Bulamburi coffee farmers association,Uganda,Bulamburi coffee farmers,Bulamburi coffee farmers,Bulamburi coffee farmers association,1800,Eastern,Bulamburi coffee farmers association,100,60 kg,Uganda Coffee Development Authority,2013,"June 27th, 2014",Bulamburi coffee farmers association,SL14,Completed,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,0.12,0,Green,5,"June 27th, 2015"
343,83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,Trilladora Bonanza,ecom cca sa,1600,CUNDINAMARCA,,250,70 kg,Almacafé,2014,"June 24th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.0,0,Green,0,"June 24th, 2015"
344,83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,Trilladora Agricola,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2014,"March 13th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,0.12,0,Green,1,"March 13th, 2015"
345,83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,Trilladora Agricola - Bucaramanga,ecom cca sa,1550,Santander,,250,70 kg,Almacafé,2014,"March 21st, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,,0,"March 21st, 2015"
346,83.58,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Dragon Coffee 龍咖啡,Dragon Coffee 龍咖啡,Blossom Valley宸嶧國際,1000 M,Taichung Xinshe 台中市新社區,Gu zhi min 古智閔,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,0.11,0,Green,0,"December 26th, 2014"
347,83.58,Racafe & Cia S.C.A,Colombia,,,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275,70 kg,Almacafé,2012,"August 31st, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,0.11,0,Green,3,"August 31st, 2013"
348,83.58,ALFREDO BOJALIL,Mexico,OJO DE AGUA,AGROINDUSTRIAS UNIDAS DE MEXICO,ECOMTRADING,1000,XALAPA,JULIAN ALBERTO URRUTIA MOYA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.12,0,,2,"June 6th, 2013"
349,83.58,CARCAFE LTDA CI,Colombia,,,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"April 2nd, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,0.11,0,Green,4,"April 2nd, 2013"
350,83.58,NUCOFFEE,Brazil,Fazenda Jericó,,NUCOFFEE,1100m,South of Minas Gerais,Alvaro Resende Aguiar,33,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,0.12,0,Blue-Green,2,"January 22nd, 2013"
351,83.5,CARCAFE LTDA CI,Colombia,,Bogota,CARCAFE LTDA CI,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,Almacafé,2016,"February 20th, 2017",CARCAFE LTDA CI,Caturra,Completed,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,0.0,0,Bluish-Green,5,"February 20th, 2018"
352,83.5,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,黑咖啡道,宸嶧國際,,,黑咖啡道王憲備0912326001        ,1,10 kg,Blossom Valley International,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,Completed,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,0.11,0,Blue-Green,0,"February 13th, 2018"
353,83.5,"CECA, S.A.",Costa Rica,,Beneficio Montañas del Diamante,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,245,69 kg,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016","CECA, S.A.",Caturra,Completed,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,0.0,0,Blue-Green,0,"June 6th, 2017"
354,83.5,CARCAFE LTDA CI,Colombia,,Neiva,CARCAFE LTDA,1000,PITALITO - HUILA,Mecias Urbano / Yaniver Alvarez,250,70 kg,Almacafé,2016,"April 7th, 2016",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,0.0,0,Green,0,"April 7th, 2017"
355,83.5,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",4000,ORIENTE,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,0.1,0,Bluish-Green,5,"March 16th, 2017"
356,83.5,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,180,70 kg,Almacafé,2015,"November 19th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,0.12,0,Green,4,"November 18th, 2016"
357,83.5,Damari Absalome,Tanzania,ANO Family,Arusha,TAWOCA,1400M,Nkure- Meru,Mr & Mrs Damari Absalome,5,60 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Damari Absalome,Ruiru 11,Completed,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,0.13,0,Green,21,"November 15th, 2016"
358,83.5,Aulia Arif Syahri,Indonesia,Yusrin,OLAM,PT. Olam Indonesia,1500,Bener Meriah,Yusrin,200,30 kg,Specialty Coffee Association,2015,"September 14th, 2015",Aulia Arif Syahri,Sumatra,Completed,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,0.13,0,Bluish-Green,8,"September 13th, 2016"
359,83.5,Debesa Agro Industry Plc,Ethiopia,,,Debesa Agro Industry Plc,1600 on Average,Oromia,Debesa,320,60 kg,METAD Agricultural Development plc,2014,"March 31st, 2015",Debesa Agro Industry Plc,,Completed,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,0.1,1,,18,"March 30th, 2016"
360,83.5,Federacion Nacional de Cafeteros,Colombia,,,Federacion Nacional de Cafeteros,,Huila,,275,2 kg,Almacafé,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,,Completed,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,0.0,1,,0,"March 11th, 2016"
361,83.5,Exportadora de Cafe Condor S.A,Colombia,,BONANZA - ARMENIA,Exportadora de Cafe Condor S.A,1850 MSNM,HUILA,,275,70 kg,Almacafé,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,0.11,0,Green,0,"January 22nd, 2016"
362,83.5,The Coffee Source Inc.,Guatemala,SEVERAL,IXCHEL,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,0.1,0,Green,0,"December 18th, 2015"
363,83.5,Compañia Colombiana Agroindustrial S.A,Colombia,,Trilladora bonanza,ecom cca sa,1650,cundinamarca,,250,70 kg,Almacafé,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,0.0,2,,0,"August 11th, 2015"
